證券名稱,簡稱,年月日,外資買賣超(千股),外資買賣超市值(百萬),投信買賣超(千股),投信買賣超市值(百萬),自營買賣超(千股),自營買賣超市值(百萬)
M2000  ,鋼鐵工業類指數,20000405,        -,   185.91,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000405,        -,    -0.11,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000405,        -,    -0.79,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000406,        -,  -222.23,        -,        -,        -,        -
M2500  ,建材營造類指數,20000406,        0,   -25.28,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000406,        -,    21.03,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000406,        -,    -1.19,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000406,        -,    -1.36,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000407,        -,    35.89,        -,        -,        -,        -
M2500  ,建材營造類指數,20000407,        0,     5.29,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000407,        -,    51.30,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000407,        -,     1.85,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000407,        -,    65.40,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000408,        -,    31.30,        -,        -,        -,        -
M2500  ,建材營造類指數,20000408,        0,     4.46,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000408,        -,    96.59,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000408,        -,     1.79,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000408,        -,     2.26,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000410,        -,     0.11,        -,        -,        -,        -
M2500  ,建材營造類指數,20000410,        0,     6.15,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000410,        -,   -37.43,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000410,        -,    -4.97,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000410,        -,    -0.58,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000411,        -,    47.21,        -,        -,        -,        -
M2500  ,建材營造類指數,20000411,        0,     9.58,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000411,        -,   239.76,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000411,        -,    -0.27,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000411,        -,     1.91,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000412,        -,    41.46,        -,        -,        -,        -
M2500  ,建材營造類指數,20000412,        0,   -10.61,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000412,        -,   384.77,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000412,        -,   178.07,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000412,        -,   106.67,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000413,        -,    -1.44,        -,        -,        -,        -
M2500  ,建材營造類指數,20000413,        0,   -16.58,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000413,        -,   -35.75,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000413,        -,    -7.17,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000413,        -,    -6.30,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000414,        -,   -12.47,        -,        -,        -,        -
M2500  ,建材營造類指數,20000414,        0,   -13.33,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000414,        -,   -18.57,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000414,        -,    -4.50,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000414,        -,    -3.97,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000415,        -,   -18.68,        -,        -,        -,        -
M2500  ,建材營造類指數,20000415,        0,   -16.71,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000415,        -,  -305.10,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000415,        -,    -5.49,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000415,        -,    -8.29,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000417,        -,   -25.21,        -,        -,        -,        -
M2500  ,建材營造類指數,20000417,        0,   -30.02,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000417,        -,  -378.26,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000417,        -,   -11.53,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000417,        -,    -8.95,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000418,        -,    49.61,        -,        -,        -,        -
M2500  ,建材營造類指數,20000418,        0,   -60.07,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000418,        -,    32.76,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000418,        -,    -4.09,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000418,        -,    54.26,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000419,        -,    19.15,        -,        -,        -,        -
M2500  ,建材營造類指數,20000419,        0,    -9.53,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000419,        -,    38.47,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000419,        -,    -2.86,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000419,        -,    -2.11,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000420,        -,    78.49,        -,        -,        -,        -
M2500  ,建材營造類指數,20000420,        0,    -0.69,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000420,        -,    22.46,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000420,        -,    -1.12,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000420,        -,   -10.58,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000421,        -,   143.39,        -,        -,        -,        -
M2500  ,建材營造類指數,20000421,        0,     1.43,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000421,        -,    25.84,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000421,        -,     0.73,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000421,        -,   -16.64,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000424,        -,    49.11,        -,        -,        -,        -
M2500  ,建材營造類指數,20000424,        0,    -7.81,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000424,        -,   -94.14,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000424,        -,   100.99,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000424,        -,    -2.72,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000425,        -,    98.56,        -,        -,        -,        -
M2500  ,建材營造類指數,20000425,        0,     9.90,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000425,        -,    64.09,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000425,        -,    39.62,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000425,        -,     1.32,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000426,        -,    97.33,        -,        -,        -,        -
M2500  ,建材營造類指數,20000426,        0,    -7.72,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000426,        -,    34.09,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000426,        -,    25.84,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000426,        -,    -4.80,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000427,        -,    34.05,        -,        -,        -,        -
M2500  ,建材營造類指數,20000427,        0,    -6.32,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000427,        -,     7.29,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000427,        -,     1.24,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000427,        -,    -4.59,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000428,        -,   -78.82,        -,        -,        -,        -
M2500  ,建材營造類指數,20000428,        0,    -9.28,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000428,        -,  -191.42,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000428,        -,    -4.03,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000428,        -,   -15.77,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000429,        -,     6.37,        -,        -,        -,        -
M2500  ,建材營造類指數,20000429,        0,    -3.51,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000429,        -,   -12.56,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000429,        -,    -1.57,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000429,        -,   -16.37,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000502,        -,    -9.67,        -,        -,        -,        -
M2500  ,建材營造類指數,20000502,        0,     0.82,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000502,        -,    -9.93,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000502,        -,    -0.23,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000502,        -,    -5.94,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000503,        -,    18.29,        -,        -,        -,        -
M2500  ,建材營造類指數,20000503,        0,     3.45,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000503,        -,    13.16,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000503,        -,   -37.83,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000503,        -,   -14.03,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000504,        -,    76.87,        -,        -,        -,        -
M2500  ,建材營造類指數,20000504,        0,     2.60,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000504,        -,    10.18,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000504,        -,  -100.07,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000504,        -,     1.07,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000505,        -,   131.63,        -,        -,        -,        -
M2500  ,建材營造類指數,20000505,        0,    -0.43,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000505,        -,    44.17,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000505,        -,   -29.38,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000505,        -,     0.59,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000506,        -,   110.57,        -,        -,        -,        -
M2500  ,建材營造類指數,20000506,        0,     2.43,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000506,        -,   -33.91,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000506,        -,     0.69,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000506,        -,  -132.99,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000508,        -,    84.66,        -,        -,        -,        -
M2500  ,建材營造類指數,20000508,        0,   -12.56,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000508,        -,    -0.53,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000508,        -,    -1.95,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000508,        -,    -4.79,        -,        -,        -,        -
M2600  ,航運業類指數 ,20000509,        -,   191.45,        -,        -,        -,        -
M2500  ,建材營造類指數,20000509,        0,     1.16,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20000509,        -,   -29.05,        -,        -,        -,        -
M1800  ,玻璃陶瓷類指數,20000509,        -,     0.45,        -,        -,        -,        -
M1900  ,造紙工業類指數,20000509,        -,     0.35,        -,        -,        -,        -
