日期,收盤價,開市,高,低,成交量,更改%,報酬
2020年8月18日,"11,947.60","12,283.00","12,381.40","11,842.00",606.79K,-2.73%,0.028039104
2020年8月17日,"12,282.60","11,898.80","12,444.10","11,764.00",628.41K,3.22%,-0.031231173
2020年8月16日,"11,899.00","11,845.50","11,922.50","11,688.90",410.81K,0.45%,-0.004512984
2020年8月15日,"11,845.30","11,751.10","11,964.00","11,711.50",499.10K,0.80%,-0.007977848
2020年8月14日,"11,750.80","11,771.10","11,835.50","11,651.50",435.44K,-0.17%,0.001710522
2020年8月13日,"11,770.90","11,557.20","11,772.90","11,298.40",545.67K,1.85%,-0.018154941
2020年8月12日,"11,557.20","11,390.40","11,605.40","11,190.60",549.59K,1.46%,-0.014432562
2020年8月11日,"11,390.40","11,889.20","11,931.80","11,146.70",615.90K,-4.19%,0.043791263
2020年8月10日,"11,889.20","11,681.10","12,041.10","11,546.90",564.11K,1.78%,-0.017494869
2020年8月9日,"11,681.20","11,764.40","11,792.80","11,527.50",303.00K,-0.71%,0.007113995
2020年8月8日,"11,764.30","11,591.60","11,805.50","11,533.50",317.06K,1.49%,-0.014646005
2020年8月7日,"11,592.00","11,757.10","11,901.80","11,352.40",517.00K,-1.40%,0.014242581
2020年8月6日,"11,757.10","11,735.00","11,898.40","11,563.00",554.85K,0.19%,-0.00187121
2020年8月5日,"11,735.10","11,184.80","11,771.50","11,114.50",570.83K,4.92%,-0.046902029
2020年8月4日,"11,184.70","11,223.80","11,407.80","11,043.00",485.79K,-0.35%,0.003549492
2020年8月3日,"11,224.40","11,066.90","11,461.10","10,981.60",470.24K,1.42%,-0.01404084
2020年8月2日,"11,066.80","11,802.60","12,061.10","10,730.70",647.95K,-6.24%,0.066532331
2020年8月1日,"11,803.10","11,333.20","11,847.70","11,226.10",611.47K,4.14%,-0.03979463
2020年7月31日,"11,333.40","11,096.50","11,434.80","10,964.60",530.95K,2.14%,-0.020929289
2020年7月30日,"11,096.20","11,105.80","11,164.40","10,861.60",501.14K,-0.09%,0.000874173
2020年7月29日,"11,105.90","10,908.40","11,336.50","10,771.80",576.83K,1.81%,-0.017774336
2020年7月28日,"10,908.50","10,961.10","11,046.10","10,873.60",658.37K,-1.04%,0.010478068
2020年7月27日,"11,022.80","9,932.70","11,367.00","9,894.60",908.99K,10.98%,-0.098913162
2020年7月26日,"9,932.50","9,690.00","10,086.60","9,645.90",415.07K,2.35%,-0.022995218
2020年7月25日,"9,704.10","9,546.70","9,729.30","9,536.20",306.29K,1.65%,-0.016250863
2020年7月24日,"9,546.40","9,599.20","9,626.20","9,480.50",359.16K,-0.55%,0.005572781
2020年7月23日,"9,599.60","9,513.60","9,646.50","9,451.10",425.66K,0.90%,-0.00894829
2020年7月22日,"9,513.70","9,387.40","9,523.10","9,296.00",386.00K,1.35%,-0.013286103
2020年7月21日,"9,387.30","9,162.30","9,426.90","9,155.10",458.99K,2.46%,-0.023957901
2020年7月20日,"9,162.40","9,208.10","9,218.40","9,139.90",312.98K,-0.50%,0.004976862
2020年7月19日,"9,208.00","9,170.10","9,224.80","9,106.40",265.25K,0.41%,-0.004105126
2020年7月18日,"9,170.20","9,155.80","9,198.80","9,126.70",276.40K,0.16%,-0.001570304
2020年7月17日,"9,155.80","9,135.40","9,181.90","9,091.50",310.92K,0.22%,-0.002239018
2020年7月16日,"9,135.30","9,198.70","9,224.20","9,052.00",429.04K,-0.69%,0.006940111
2020年7月15日,"9,198.70","9,253.60","9,270.20","9,168.70",429.84K,-0.59%,0.005946492
2020年7月14日,"9,253.40","9,243.10","9,274.80","9,135.70",453.83K,0.11%,-0.00105907
2020年7月13日,"9,243.60","9,300.50","9,329.60","9,207.60",456.87K,-0.62%,0.006188065
2020年7月12日,"9,300.80","9,234.20","9,337.80","9,170.40",366.88K,0.73%,-0.00725744
2020年7月11日,"9,233.30","9,285.80","9,295.50","9,184.20",353.92K,-0.56%,0.005610129
2020年7月10日,"9,285.10","9,239.00","9,309.80","9,131.90",418.47K,0.53%,-0.005320352
2020年7月9日,"9,235.70","9,430.10","9,434.50","9,176.00",444.27K,-2.06%,0.021027101
2020年7月8日,"9,429.90","9,256.30","9,458.30","9,233.10",509.94K,1.88%,-0.018441341
2020年7月7日,"9,256.00","9,338.80","9,371.20","9,209.30",420.55K,-0.89%,0.008967156
2020年7月6日,"9,339.00","9,080.40","9,363.00","9,063.20",510.27K,2.84%,-0.027626084
2020年7月5日,"9,081.00","9,134.30","9,149.60","8,932.10",314.10K,-0.58%,0.00588041
2020年7月4日,"9,134.40","9,067.10","9,182.30","9,049.60",261.25K,0.74%,-0.007367753
2020年7月3日,"9,067.10","9,085.00","9,120.40","9,050.90",333.88K,-0.20%,0.001985199
2020年7月2日,"9,085.10","9,229.90","9,259.70","8,962.10",483.10K,-1.57%,0.015938184
2020年7月1日,"9,229.90","9,135.90","9,289.00","9,101.10",366.78K,1.03%,-0.010238464
2020年6月30日,"9,135.40","9,186.00","9,199.80","9,075.30",381.73K,-0.54%,0.005473214
2020年6月29日,"9,185.40","9,122.80","9,229.10","9,033.60",401.12K,0.67%,-0.006684521
2020年6月28日,"9,124.00","9,008.40","9,185.50","8,950.20",329.01K,1.28%,-0.012680842
2020年6月27日,"9,008.30","9,160.50","9,190.50","8,865.30",441.93K,-1.66%,0.016840025
2020年6月26日,"9,160.00","9,247.50","9,296.50","9,060.10",489.84K,-0.95%,0.009552402
2020年6月25日,"9,247.50","9,300.80","9,327.30","9,022.60",524.45K,-0.59%,0.005893485
2020年6月24日,"9,302.00","9,624.60","9,667.40","9,223.00",515.78K,-3.35%,0.034680714
2020年6月23日,"9,624.60","9,683.90","9,715.60","9,581.80",375.49K,-0.61%,0.006140515
2020年6月22日,"9,683.70","9,296.50","9,751.90","9,285.80",523.32K,4.17%,-0.039995043
2020年6月21日,"9,296.40","9,358.80","9,411.20","9,288.50",335.99K,-0.67%,0.006712276
2020年6月20日,"9,358.80","9,314.00","9,394.50","9,199.80",383.44K,0.48%,-0.004786938
2020年6月19日,"9,314.00","9,390.30","9,424.00","9,249.60",478.49K,-0.79%,0.007955766
2020年6月18日,"9,388.10","9,464.60","9,480.40","9,289.30",391.67K,-0.81%,0.008148614
2020年6月17日,"9,464.60","9,523.60","9,543.60","9,258.20",446.45K,-0.62%,0.00622319
2020年6月16日,"9,523.50","9,425.60","9,577.10","9,379.30",545.47K,1.04%,-0.010300835
2020年6月15日,"9,425.40","9,345.50","9,489.70","8,925.60",750.90K,0.86%,-0.008498313
2020年6月14日,"9,345.30","9,470.70","9,474.70","9,264.40",311.27K,-1.33%,0.013482713
2020年6月13日,"9,471.30","9,466.50","9,484.90","9,369.90",364.97K,0.05%,-0.000496236
2020年6月12日,"9,466.60","9,283.70","9,547.50","9,249.40",529.28K,1.97%,-0.019373376
2020年6月11日,"9,283.20","9,878.90","9,945.20","9,139.10",919.30K,-6.03%,0.064158911
2020年6月10日,"9,878.80","9,768.80","9,970.90","9,710.70",533.55K,1.13%,-0.011134956
2020年6月9日,"9,768.80","9,777.70","9,857.20","9,616.60",479.55K,-0.09%,0.000931537
2020年6月8日,"9,777.90","9,743.40","9,788.20","9,662.30",431.04K,0.36%,-0.003610182
2020年6月7日,"9,742.60","9,669.60","9,791.80","9,417.40",549.20K,0.76%,-0.007492866
2020年6月6日,"9,669.60","9,630.80","9,733.10","9,549.50",370.85K,0.40%,-0.003971209
2020年6月5日,"9,631.20","9,794.00","9,846.10","9,628.70",527.05K,-1.67%,0.016944929
2020年6月4日,"9,794.40","9,667.20","9,864.40","9,490.90",593.66K,1.32%,-0.012987013
2020年6月3日,"9,667.20","9,527.00","9,667.20","9,421.70",558.12K,1.47%,-0.014440583
2020年6月2日,"9,527.60","10,190.70","10,207.30","9,347.30",1.06M,-6.49%,0.069450859
2020年6月1日,"10,189.30","9,454.50","10,301.80","9,429.70",796.68K,7.77%,-0.072085423
2020年5月31日,"9,454.80","9,692.90","9,695.60","9,406.20",645.27K,-2.45%,0.025140669
2020年5月30日,"9,692.50","9,424.80","9,729.90","9,352.70",720.62K,2.84%,-0.027619293
2020年5月29日,"9,424.80","9,573.40","9,596.50","9,358.10",814.33K,-1.54%,0.015639589
2020年5月28日,"9,572.20","9,199.80","9,610.80","9,119.20",948.86K,4.06%,-0.038977456
2020年5月27日,"9,199.10","8,842.30","9,210.90","8,818.60",810.89K,4.03%,-0.038764662
2020年5月26日,"8,842.50","8,897.70","8,994.60","8,713.90",784.92K,-0.63%,0.006299124
2020年5月25日,"8,898.20","8,728.00","8,959.50","8,666.10",941.89K,1.95%,-0.019104988
2020年5月24日,"8,728.20","9,177.90","9,292.00","8,724.10",1.11M,-4.89%,0.051419537
2020年5月23日,"9,177.00","9,169.80","9,303.20","9,098.90",812.56K,0.08%,-0.000795467
2020年5月22日,"9,169.70","9,058.20","9,253.50","8,952.10",914.59K,1.22%,-0.012072369
2020年5月21日,"9,059.00","9,511.60","9,567.10","8,833.60",1.41M,-4.76%,0.050038636
2020年5月20日,"9,512.30","9,773.00","9,829.30","9,368.40",1.15M,-2.67%,0.027438159
2020年5月19日,"9,773.30","9,730.80","9,883.90","9,498.70",1.16M,0.44%,-0.004358814
2020年5月18日,"9,730.70","9,678.40","9,930.20","9,524.40",1.18M,0.55%,-0.005446679
2020年5月17日,"9,677.70","9,376.60","9,866.00","9,327.80",1.18M,3.18%,-0.030813106
2020年5月16日,"9,379.50","9,318.10","9,579.00","9,233.00",1.10M,0.66%,-0.006556853
2020年5月15日,"9,318.00","9,778.60","9,819.60","9,223.20",1.56M,-4.71%,0.049409745
2020年5月14日,"9,778.40","9,298.70","9,887.50","9,265.80",1.77M,5.16%,-0.049057105
2020年5月13日,"9,298.70","8,813.90","9,384.60","8,799.10",1.50M,5.50%,-0.052147074
2020年5月12日,"8,813.80","8,569.80","8,964.50","8,542.80",1.35M,2.73%,-0.026549275
2020年5月11日,"8,579.80","8,737.60","9,129.60","8,235.60",2.29M,-1.82%,0.018531901
2020年5月10日,"8,738.80","9,553.90","9,569.40","8,259.30",2.47M,-8.54%,0.093353779
2020年5月9日,"9,554.60","9,806.00","9,910.50","9,533.60",1.49M,-2.57%,0.026332866
2020年5月8日,"9,806.20","9,980.10","10,018.20","9,731.40",1.42M,-1.74%,0.017703086
2020年5月7日,"9,979.80","9,152.70","10,033.00","9,064.80",1.91M,9.05%,-0.083007676
2020年5月6日,"9,151.40","9,000.60","9,373.70","8,923.60",1.62M,1.67%,-0.016434644
2020年5月5日,"9,001.00","8,874.20","9,078.70","8,800.40",1.05M,1.42%,-0.014031774
2020年5月4日,"8,874.70","8,885.50","8,945.50","8,553.20",1.12M,-0.12%,0.001216943
2020年5月3日,"8,885.50","8,966.20","9,169.90","8,742.20",1.15M,-0.90%,0.009093467
2020年5月2日,"8,966.30","8,821.60","8,986.20","8,771.30",890.34K,1.64%,-0.016138206
2020年5月1日,"8,821.60","8,628.60","9,040.30","8,621.00",1.11M,2.23%,-0.021832774
2020年4月30日,"8,629.00","8,770.60","9,437.50","8,425.50",2.04M,-1.62%,0.016444547
2020年4月29日,"8,770.90","7,746.70","8,918.50","7,729.70",1.83M,13.22%,-0.116749706
2020年4月28日,"7,746.90","7,766.00","7,770.10","7,655.30",808.09K,-0.25%,0.002465502
2020年4月27日,"7,766.00","7,679.40","7,768.50","7,637.70",980.50K,1.13%,-0.011215555
2020年4月26日,"7,678.90","7,540.40","7,679.40","7,520.50",921.59K,1.84%,-0.018036438
2020年4月25日,"7,540.40","7,503.90","7,684.60","7,451.00",861.93K,0.49%,-0.004853854
2020年4月24日,"7,503.80","7,491.30","7,583.50","7,423.50",951.95K,0.20%,-0.002038967
2020年4月23日,"7,488.50","7,112.80","7,655.40","7,036.50",1.34M,5.28%,-0.050156907
2020年4月22日,"7,112.90","6,842.50","7,137.40","6,821.80",914.18K,3.95%,-0.038015437
2020年4月21日,"6,842.50","6,833.40","6,919.30","6,774.30",892.57K,0.13%,-0.001315309
2020年4月20日,"6,833.50","7,122.90","7,207.50","6,771.20",1.26M,-4.06%,0.042350187
2020年4月19日,"7,122.90","7,230.90","7,238.00","7,079.10",5.93M,-1.49%,0.015148324
2020年4月18日,"7,230.80","7,035.90","7,259.40","7,031.50",796.45K,2.77%,-0.02696797
2020年4月17日,"7,035.80","7,085.50","7,142.80","7,005.80",810.10K,-0.70%,0.007078086
2020年4月16日,"7,085.60","6,629.10","7,159.70","6,520.50",1.54M,6.89%,-0.064426442
2020年4月15日,"6,629.10","6,851.30","6,929.50","6,615.90",1.00M,-3.24%,0.033458539
2020年4月14日,"6,850.90","6,841.80","6,970.80","6,768.60",999.53K,0.14%,-0.001401276
2020年4月13日,"6,841.30","6,918.10","6,920.30","6,618.50",1.25M,-1.10%,0.011152851
2020年4月12日,"6,917.60","6,867.90","7,158.80","6,785.10",1.10M,0.73%,-0.007199029
2020年4月11日,"6,867.80","6,862.70","6,931.40","6,765.10",845.58K,0.07%,-0.000684353
2020年4月10日,"6,863.10","7,289.00","7,294.40","6,756.10",1.37M,-5.84%,0.062056505
2020年4月9日,"7,289.00","7,361.10","7,361.10","7,140.30",963.55K,-0.98%,0.009905337
2020年4月8日,"7,361.20","7,185.60","7,396.10","7,153.10",983.94K,2.45%,-0.023909145
2020年4月7日,"7,185.20","7,332.30","7,440.30","7,101.70",1.32M,-2.01%,0.020472638
2020年4月6日,"7,332.30","6,772.80","7,335.00","6,770.10",1.53M,8.26%,-0.076319845
2020年4月5日,"6,772.70","6,857.50","6,889.40","6,686.00",842.33K,-1.23%,0.012506091
2020年4月4日,"6,857.40","6,735.90","6,958.60","6,679.10",1.05M,1.80%,-0.017718086
2020年4月3日,"6,735.90","6,799.90","7,026.30","6,623.60",1.35M,-0.95%,0.009590404
2020年4月2日,"6,800.50","6,638.80","7,182.70","6,567.90",1.74M,2.44%,-0.023821778
2020年4月1日,"6,638.50","6,412.40","6,661.30","6,157.40",1.40M,3.52%,-0.034043835
2020年3月31日,"6,412.50","6,391.10","6,513.10","6,346.30",1.05M,0.34%,-0.003352827
2020年3月30日,"6,391.00","5,890.40","6,576.50","5,872.50",1.43M,8.50%,-0.0783289
2020年3月29日,"5,890.40","6,233.20","6,258.80","5,889.30",916.17K,-5.51%,0.058281271
2020年3月28日,"6,233.70","6,373.40","6,374.30","6,046.50",1.26M,-2.19%,0.022410446
2020年3月27日,"6,373.40","6,725.50","6,813.70","6,322.30",1.16M,-5.23%,0.055182477
2020年3月26日,"6,725.10","6,677.90","6,772.90","6,541.70",1.18M,0.69%,-0.006869786
2020年3月25日,"6,678.90","6,744.80","6,930.20","6,474.60",1.52M,-0.97%,0.009836949
2020年3月24日,"6,744.60","6,468.80","6,814.20","6,380.80",1.73M,4.26%,-0.040877146
2020年3月23日,"6,468.90","5,822.00","6,564.70","5,710.80",1.88M,11.11%,-0.099986087
2020年3月22日,"5,822.10","6,186.90","6,394.40","5,771.20",1.48M,-5.89%,0.062537572
2020年3月21日,"6,186.20","6,205.60","6,438.30","5,887.00",1.64M,-0.31%,0.003087517
2020年3月20日,"6,205.30","6,171.60","6,858.10","5,748.20",2.22M,0.54%,-0.00536638
2020年3月19日,"6,172.00","5,359.20","6,379.50","5,256.00",2.18M,15.12%,-0.131335062
2020年3月18日,"5,361.40","5,260.70","5,373.10","5,020.90",1.80M,1.91%,-0.0187078
2020年3月17日,"5,261.10","5,030.20","5,432.80","4,946.50",1.89M,4.59%,-0.043926175
2020年3月16日,"5,030.00","5,366.40","5,369.30","4,477.70",2.55M,-6.27%,0.066858847
2020年3月15日,"5,366.30","5,182.90","5,863.30","5,120.60",1.61M,3.54%,-0.034213518
2020年3月14日,"5,182.70","5,589.40","5,634.90","5,072.20",1.69M,-7.19%,0.077488568
2020年3月13日,"5,584.30","4,815.20","5,934.30","3,869.50",4.17M,15.71%,-0.135791415
2020年3月12日,"4,826.00","7,935.20","7,963.10","4,546.60",3.22M,-39.18%,0.644239536
2020年3月11日,"7,935.10","7,892.10","7,976.50","7,606.00",1.10M,0.56%,-0.005532381
2020年3月10日,"7,891.20","7,933.00","8,145.50","7,740.20",1.20M,-0.53%,0.00529704
2020年3月9日,"7,933.00","8,035.80","8,158.80","7,648.70",1.54M,-1.26%,0.012744233
2020年3月8日,"8,034.10","8,887.80","8,888.00","8,015.30",1.11M,-9.61%,0.106259569
2020年3月7日,"8,887.80","9,134.20","9,180.80","8,848.70",750.65K,-2.70%,0.027790904
2020年3月6日,"9,134.80","9,060.60","9,165.20","9,004.90",1.04M,0.82%,-0.008155625
2020年3月5日,"9,060.30","8,757.90","9,147.30","8,751.50",950.76K,3.45%,-0.033376378
2020年3月4日,"8,757.90","8,761.30","8,840.30","8,679.70",759.69K,-0.04%,0.000399639
2020年3月3日,"8,761.40","8,906.10","8,911.70","8,669.30",1.01M,-1.61%,0.016367247
2020年3月2日,"8,904.80","8,537.50","8,961.80","8,503.10",1.02M,4.27%,-0.04096667
2020年3月1日,"8,540.00","8,543.80","8,737.20","8,437.20",784.05K,-0.04%,0.000433255
2020年2月29日,"8,543.70","8,697.10","8,793.70","8,539.80",683.44K,-1.77%,0.018001568
2020年2月28日,"8,697.50","8,820.10","8,898.70","8,451.90",1.08M,-1.37%,0.013923541
2020年2月27日,"8,818.60","8,800.10","8,968.30","8,538.50",1.13M,0.21%,-0.002075159
2020年2月26日,"8,800.30","9,317.10","9,368.10","8,672.00",1.32M,-5.55%,0.058736634
2020年2月25日,"9,317.20","9,662.60","9,672.30","9,269.80",937.97K,-3.57%,0.037081956
2020年2月24日,"9,662.70","9,943.20","9,981.00","9,507.00",980.00K,-2.82%,0.028977408
2020年2月23日,"9,942.70","9,655.60","9,965.60","9,653.40",775.88K,2.97%,-0.028865399
2020年2月22日,"9,655.70","9,684.50","9,706.50","9,569.80",589.88K,-0.30%,0.002982694
2020年2月21日,"9,684.50","9,602.20","9,747.10","9,574.50",716.61K,0.85%,-0.008477464
2020年2月20日,"9,602.40","9,611.90","9,681.40","9,448.90",870.80K,-0.07%,0.000728984
2020年2月19日,"9,609.40","10,158.60","10,230.90","9,424.30",905.95K,-5.40%,0.057131559
2020年2月18日,"10,158.40","9,701.50","10,230.10","9,601.60",945.91K,4.71%,-0.0449874
2020年2月17日,"9,701.40","9,931.70","9,951.50","9,468.90",961.88K,-2.32%,0.023800689
2020年2月16日,"9,932.30","9,907.40","10,056.40","9,654.90",808.91K,0.25%,-0.002476768
2020年2月15日,"9,907.70","10,336.00","10,369.80","9,831.70",808.81K,-4.12%,0.042926209
2020年2月14日,"10,333.00","10,235.50","10,372.40","10,125.20",732.51K,0.96%,-0.009474499
2020年2月13日,"10,235.10","10,321.90","10,482.60","10,116.90",940.30K,-0.80%,0.008070268
2020年2月12日,"10,317.70","10,229.30","10,435.60","10,229.30",803.25K,0.86%,-0.008548417
2020年2月11日,"10,229.50","9,854.00","10,314.10","9,725.10",791.28K,3.81%,-0.036697786
2020年2月10日,"9,854.10","10,151.50","10,181.70","9,774.80",781.22K,-2.93%,0.030180331
2020年2月9日,"10,151.50","9,895.40","10,157.10","9,882.70",617.35K,2.59%,-0.025217948
2020年2月8日,"9,895.50","9,817.30","9,931.20","9,673.20",551.31K,0.78%,-0.007771209
2020年2月7日,"9,818.60","9,771.90","9,872.50","9,738.70",608.96K,0.48%,-0.004746094
2020年2月6日,"9,772.00","9,611.80","9,854.90","9,536.10",778.67K,1.67%,-0.016393778
2020年2月5日,"9,611.80","9,194.10","9,726.80","9,179.90",771.46K,4.54%,-0.043477809
2020年2月4日,"9,193.90","9,296.50","9,347.50","9,193.90",651.68K,-1.10%,0.01117045
2020年2月3日,"9,296.60","9,334.60","9,582.80","9,243.10",701.39K,-0.41%,0.004119786
2020年2月2日,"9,334.90","9,381.50","9,465.40","9,183.10",683.37K,-0.50%,0.005002732
2020年2月1日,"9,381.60","9,349.30","9,458.80","9,301.50",458.42K,0.35%,-0.003464228
2020年1月31日,"9,349.10","9,508.30","9,525.00","9,222.30",633.37K,-1.66%,0.016921415
2020年1月30日,"9,507.30","9,299.10","9,569.00","9,209.20",765.21K,2.24%,-0.021919998
2020年1月29日,"9,298.90","9,377.30","9,428.70","9,250.90",749.88K,-0.84%,0.008431105
2020年1月28日,"9,377.30","8,866.60","9,389.50","8,866.60",954.20K,5.76%,-0.054461305
2020年1月27日,"8,866.60","8,608.10","8,983.10","8,585.60",706.45K,3.01%,-0.029188189
2020年1月26日,"8,607.80","8,341.60","8,607.80","8,304.90",468.34K,3.19%,-0.03092544
2020年1月25日,"8,341.60","8,439.90","8,447.60","8,277.20",444.00K,-1.17%,0.01178431
2020年1月24日,"8,439.90","8,404.90","8,522.00","8,242.60",617.02K,0.41%,-0.004123272
2020年1月23日,"8,405.10","8,678.50","8,687.30","8,309.60",722.67K,-3.15%,0.03252787
2020年1月22日,"8,678.50","8,733.00","8,805.40","8,610.80",509.06K,-0.62%,0.006233796
2020年1月21日,"8,732.60","8,642.00","8,770.30","8,524.00",540.20K,1.05%,-0.010386368
2020年1月20日,"8,641.90","8,705.70","8,740.10","8,539.20",599.06K,-0.74%,0.007440493
2020年1月19日,"8,706.20","8,916.30","9,183.70","8,552.80",975.01K,-2.36%,0.024132228
2020年1月18日,"8,916.30","8,913.00","8,982.30","8,814.60",627.74K,0.04%,-0.000358893
2020年1月17日,"8,913.10","8,726.70","9,005.10","8,675.90",794.11K,2.13%,-0.020890599
2020年1月16日,"8,726.90","8,818.10","8,850.00","8,605.80",748.32K,-1.04%,0.010473364
2020年1月15日,"8,818.30","8,827.90","8,904.00","8,615.50",1.17M,-0.12%,0.001236066
2020年1月14日,"8,829.20","8,111.20","8,898.70","8,111.20",1.48M,8.85%,-0.081298419
2020年1月13日,"8,111.40","8,188.30","8,196.70","8,068.40",610.66K,-0.93%,0.009394186
2020年1月12日,"8,187.60","8,023.30","8,189.90","7,973.10",595.22K,2.04%,-0.019969222
2020年1月11日,"8,024.10","8,187.80","8,262.90","8,008.40",776.75K,-1.99%,0.020313805
2020年1月10日,"8,187.10","7,842.50","8,187.40","7,697.70",1.05M,4.40%,-0.04210282
2020年1月9日,"7,842.40","8,060.00","8,065.90","7,779.20",786.50K,-2.70%,0.027695603
2020年1月8日,"8,059.60","8,154.20","8,436.40","7,900.80",1.19M,-1.18%,0.011923669
2020年1月7日,"8,155.70","7,759.10","8,182.00","7,754.10",1.01M,5.11%,-0.048628567
