日期,收盤價,開市,高,低,成交量,更改%,報酬
2012年8月17日,11.6,13.5,15.4,10.6,221.03K,-14.22%,0.163793103
2012年8月16日,13.5,13.3,13.8,12.5,96.60K,1.89%,-0.014814815
2012年8月15日,13.3,12.2,13.3,12.2,57.56K,8.70%,-0.082706767
2012年8月14日,12.2,12,12.3,11.9,44.02K,1.25%,-0.016393443
2012年8月13日,12,11.6,12.1,11.5,54.04K,3.61%,-0.033333333
2012年8月12日,11.6,11.5,11.8,11.4,30.34K,0.96%,-0.00862069
2012年8月11日,11.5,11.4,11.6,11.4,21.79K,1.05%,-0.008695652
2012年8月10日,11.4,11.1,11.6,11,63.60K,2.98%,-0.026315789
2012年8月9日,11.1,11.1,12,10.8,101.88K,0.00%,0
2012年8月8日,11.1,11.1,11.1,10.9,31.32K,0.00%,0
2012年8月7日,11.1,10.9,11.1,10.6,41.65K,2.21%,-0.018018018
2012年8月6日,10.9,10.9,11.2,10.6,51.64K,0.00%,0
2012年8月5日,10.9,11,11.3,10.1,67.28K,-1.00%,0.009174312
2012年8月4日,11,11,11.3,10.5,52.32K,0.00%,0
2012年8月3日,11,10.5,11.1,10.3,61.64K,4.18%,-0.045454545
2012年8月2日,10.5,9.6,11,9.4,126.69K,10.26%,-0.085714286
2012年8月1日,9.6,9.4,9.6,9.1,68.70K,2.14%,-0.020833333
2012年7月31日,9.4,9.1,9.4,9.1,70.17K,2.75%,-0.031914894
2012年7月30日,9.1,8.7,9.1,8.7,51.26K,4.48%,-0.043956044
2012年7月29日,8.7,8.9,8.9,8.7,11.46K,-2.02%,0.022988506
2012年7月28日,8.9,8.9,8.9,8.7,16.17K,0.00%,0
2012年7月27日,8.9,8.9,8.9,8.8,26.67K,0.00%,0
2012年7月26日,8.9,8.8,8.9,8.6,32.38K,1.14%,-0.011235955
2012年7月25日,8.8,8.6,8.9,8.4,64.72K,2.33%,-0.022727273
2012年7月24日,8.6,8.4,8.9,8.3,40.95K,1.78%,-0.023255814
2012年7月23日,8.4,8.4,9.2,7.8,146.40K,0.00%,0
2012年7月22日,8.4,8.9,9,8.3,30.07K,-4.97%,0.05952381
2012年7月21日,8.9,8.5,9.7,8,139.91K,3.87%,-0.04494382
2012年7月20日,8.5,8.9,8.9,7.6,154.66K,-3.95%,0.047058824
2012年7月19日,8.9,9.1,9.2,8.8,48.25K,-2.63%,0.02247191
2012年7月18日,9.1,8.8,9.4,8.5,105.95K,3.52%,-0.032967033
2012年7月17日,8.8,8.5,9.5,7.3,210.80K,3.53%,-0.034090909
2012年7月16日,8.5,7.6,8.6,7.6,103.40K,11.55%,-0.105882353
2012年7月15日,7.6,7.5,7.7,7.4,26.98K,1.06%,-0.013157895
2012年7月14日,7.5,7.7,7.7,7.5,16.01K,-1.69%,0.026666667
2012年7月13日,7.7,7.8,7.8,7.4,65.47K,-1.16%,0.012987013
2012年7月12日,7.8,7.2,7.9,7.1,64.62K,8.53%,-0.076923077
2012年7月11日,7.2,7.2,7.3,7,41.89K,0.00%,0
2012年7月10日,7.2,7,7.3,7,70.07K,2.56%,-0.027777778
2012年7月9日,7,6.8,7.1,6.7,61.64K,3.24%,-0.028571429
2012年7月8日,6.8,6.8,6.9,6.7,18.22K,0.00%,0
2012年7月7日,6.8,6.7,6.9,6.6,37.99K,1.65%,-0.014705882
2012年7月6日,6.7,6.7,6.7,6.6,43.19K,0.00%,0
2012年7月5日,6.7,6.5,6.8,6.5,45.35K,2.46%,-0.029850746
2012年7月4日,6.5,6.4,6.6,6.4,33.48K,0.93%,-0.015384615
2012年7月3日,6.4,6.8,6.8,6.4,71.07K,-4.59%,0.0625
2012年7月2日,6.8,6.6,6.8,6.6,32.36K,1.96%,-0.029411765
2012年7月1日,6.6,6.7,6.7,6.5,20.58K,-0.90%,0.015151515
2012年6月30日,6.7,6.7,6.7,6.6,20.59K,0.00%,0
2012年6月29日,6.7,6.6,6.7,6.5,26.30K,0.00%,-0.014925373
2012年6月28日,6.6,6.7,6.7,6.5,42.82K,0.00%,0.015151515
2012年6月27日,6.7,6.4,6.7,6.4,41.98K,3.58%,-0.044776119
2012年6月26日,6.4,6.3,6.5,6.3,48.74K,1.90%,-0.015625
2012年6月25日,6.3,6.3,6.4,6.2,62.64K,0.00%,0
2012年6月24日,6.3,6.4,6.5,6.3,33.95K,-1.24%,0.015873016
2012年6月23日,6.4,6.6,6.7,6.4,20.12K,-1.83%,0.03125
2012年6月22日,6.6,6.7,6.8,6.4,56.82K,-1.95%,0.015151515
2012年6月21日,6.7,6.7,6.8,6.6,51.94K,0.00%,0
2012年6月20日,6.7,6.5,6.7,6.4,64.07K,2.62%,-0.029850746
2012年6月19日,6.5,6.3,6.5,6.3,43.88K,3.01%,-0.030769231
2012年6月18日,6.3,6.2,6.4,6,46.83K,2.44%,-0.015873016
2012年6月17日,6.2,6.4,6.5,6.1,48.80K,-3.75%,0.032258065
2012年6月16日,6.4,6.5,6.6,6.3,78.20K,-1.54%,0.015625
2012年6月15日,6.5,5.9,6.6,5.9,65.64K,9.24%,-0.092307692
2012年6月14日,5.9,5.9,6,5.8,35.04K,0.00%,0
2012年6月13日,5.9,5.7,6,5.7,57.24K,4.04%,-0.033898305
2012年6月12日,5.7,5.6,5.8,5.5,78.98K,2.33%,-0.01754386
2012年6月11日,5.6,5.5,5.6,5.4,40.26K,1.83%,-0.017857143
2012年6月10日,5.5,5.6,5.6,5.4,24.40K,-1.62%,0.018181818
2012年6月9日,5.6,5.6,5.7,5.5,37.12K,-1.24%,0
2012年6月8日,5.6,5.6,5.7,5.6,53.84K,0.00%,0
2012年6月7日,5.6,5.5,5.6,5.4,48.07K,2.38%,-0.017857143
2012年6月6日,5.5,5.4,5.5,5.4,40.68K,0.00%,-0.018181818
2012年6月5日,5.4,5.3,5.5,5.2,83.93K,3.23%,-0.018518519
2012年6月4日,5.3,5.2,5.3,5.2,51.24K,1.15%,-0.018867925
2012年6月3日,5.2,5.3,5.3,5.2,12.68K,0.00%,0.019230769
2012年6月2日,5.3,5.3,5.3,5.2,15.17K,0.00%,0
2012年6月1日,5.3,5.2,5.3,5.2,44.69K,1.74%,-0.018867925
2012年5月31日,5.2,5.1,5.2,5.1,39.48K,0.00%,-0.019230769
2012年5月30日,5.1,5.2,5.2,5.1,39.94K,0.00%,0.019607843
2012年5月29日,5.2,5.1,5.2,5,61.27K,0.00%,-0.019230769
2012年5月28日,5.1,5.1,5.2,5.1,27.56K,0.00%,0
2012年5月27日,5.1,5.1,5.2,5.1,15.75K,0.00%,0
2012年5月26日,5.1,5.2,5.2,5.1,16.59K,-0.97%,0.019607843
2012年5月25日,5.2,5.1,5.2,5.1,23.08K,0.00%,-0.019230769
2012年5月24日,5.1,5.1,5.2,5.1,28.92K,0.00%,0
2012年5月23日,5.1,5.1,5.2,5.1,52.96K,0.00%,0
2012年5月22日,5.1,5.1,5.1,5.1,46.68K,0.00%,0
2012年5月21日,5.1,5.1,5.1,5.1,33.62K,0.00%,0
2012年5月20日,5.1,5.1,5.2,5.1,18.69K,0.00%,0
2012年5月19日,5.1,5.1,5.1,5.1,23.16K,0.00%,0
2012年5月18日,5.1,5.1,5.1,5.1,52.58K,0.00%,0
2012年5月17日,5.1,5.1,5.1,5.1,26.62K,0.00%,0
2012年5月16日,5.1,5,5.1,5,69.37K,0.99%,-0.019607843
2012年5月15日,5,5,5,4.9,44.14K,0.00%,0
2012年5月14日,5,4.9,5,4.9,52.85K,1.62%,-0.02
2012年5月13日,4.9,4.9,5,4.9,14.05K,0.00%,0
2012年5月12日,4.9,5,5,4.9,20.88K,0.00%,0.020408163
2012年5月11日,5,4.8,5,4.8,63.13K,2.27%,-0.04
2012年5月10日,4.8,5,5.1,4.8,69.98K,-3.77%,0.041666667
2012年5月9日,5,5.1,5.1,5,38.92K,0.00%,0.02
2012年5月8日,5.1,5.1,5.1,5,68.20K,0.00%,0
2012年5月7日,5.1,5.1,5.1,5,46.18K,0.00%,0
2012年5月6日,5.1,5.1,5.1,5,19.30K,0.00%,0
2012年5月5日,5.1,5.1,5.1,5,18.84K,0.00%,0
2012年5月4日,5.1,5.1,5.2,5.1,43.63K,-1.17%,0
2012年5月3日,5.1,5.1,5.2,5,35.42K,1.18%,0
2012年5月2日,5.1,5,5.2,5,95.96K,1.40%,-0.019607843
2012年5月1日,5,4.9,5,4.9,36.68K,1.01%,-0.02
2012年4月30日,4.9,4.9,5,4.9,55.77K,0.00%,0
2012年4月29日,4.9,5,5,4.9,22.23K,-1.61%,0.020408163
2012年4月28日,5,5.1,5.1,4.8,91.59K,-2.54%,0.02
2012年4月27日,5.1,5.1,5.1,5,25.87K,0.00%,0
2012年4月26日,5.1,5.1,5.2,5,57.36K,0.00%,0
2012年4月25日,5.1,5.1,5.2,5,35.64K,0.00%,0
2012年4月24日,5.1,5,5.2,4.9,70.99K,2.82%,-0.019607843
2012年4月23日,5,5.2,5.2,5,49.37K,-4.62%,0.04
2012年4月22日,5.2,5.3,5.3,5.1,37.11K,-1.14%,0.019230769
2012年4月21日,5.3,5.3,5.5,5.1,60.92K,-1.68%,0
2012年4月20日,5.3,5.1,5.5,5.1,104.07K,4.09%,-0.037735849
2012年4月19日,5.1,5.1,5.2,5.1,46.68K,0.00%,0
2012年4月18日,5.1,5,5.2,5,79.13K,2.81%,-0.019607843
2012年4月17日,5,4.9,5,4.9,30.65K,1.01%,-0.02
2012年4月16日,4.9,5,5,4.9,31.16K,0.00%,0.020408163
2012年4月15日,5,5,5,4.9,33.34K,0.00%,0
2012年4月14日,5,4.9,5,4.9,63.89K,0.00%,-0.02
2012年4月13日,4.9,4.9,4.9,4.7,93.11K,0.00%,0
2012年4月12日,4.9,4.9,4.9,4.8,46.37K,0.00%,0
2012年4月11日,4.9,4.8,5,4.8,67.04K,1.86%,-0.020408163
2012年4月10日,4.8,4.9,4.9,4.8,53.10K,0.00%,0.020833333
2012年4月9日,4.9,4.8,4.9,4.7,39.24K,1.67%,-0.020408163
2012年4月8日,4.8,4.7,4.8,4.6,41.97K,2.13%,-0.020833333
2012年4月7日,4.7,4.9,4.9,4.7,80.95K,-5.25%,0.042553191
2012年4月6日,4.9,4.9,5,4.9,58.21K,0.00%,0
2012年4月5日,4.9,4.9,4.9,4.9,33.81K,0.00%,0
2012年4月4日,4.9,4.9,5,4.9,51.04K,0.00%,0
2012年4月3日,4.9,5,5,4.8,78.48K,0.00%,0.020408163
2012年4月2日,5,4.8,5.1,4.8,80.66K,2.90%,-0.04
2012年4月1日,4.8,4.9,4.9,4.7,35.95K,-1.63%,0.020833333
2012年3月31日,4.9,4.9,4.9,4.8,35.53K,0.00%,0
2012年3月30日,4.9,4.8,4.9,4.7,39.07K,1.04%,-0.020408163
2012年3月29日,4.8,4.8,4.9,4.7,37.98K,0.00%,0
2012年3月28日,4.8,4.8,4.8,4.7,38.02K,0.00%,0
2012年3月27日,4.8,4.6,4.8,4.5,73.43K,4.11%,-0.041666667
2012年3月26日,4.6,4.6,4.7,4.5,69.84K,1.54%,0
2012年3月25日,4.6,4.7,4.7,4.3,71.56K,-2.78%,0.02173913
2012年3月24日,4.7,4.7,4.7,4.6,39.07K,0.00%,0
2012年3月23日,4.7,4.7,4.8,4.6,54.13K,0.00%,0
2012年3月22日,4.7,4.8,4.9,4.6,58.07K,-2.29%,0.021276596
2012年3月21日,4.8,4.8,4.9,4.8,46.44K,0.00%,0
2012年3月20日,4.8,4.7,4.9,4.6,66.34K,3.20%,-0.020833333
2012年3月19日,4.7,5.3,5.3,4.5,188.89K,-11.17%,0.127659574
2012年3月18日,5.3,5.2,5.3,5.2,22.86K,1.15%,-0.018867925
2012年3月17日,5.2,5.3,5.4,5.2,39.10K,-2.25%,0.019230769
2012年3月16日,5.3,5.3,5.4,5.3,32.72K,0.00%,0
2012年3月15日,5.3,5.4,5.4,5.3,41.08K,-0.93%,0.018867925
2012年3月14日,5.4,5.3,5.4,5.3,62.89K,2.09%,-0.018518519
2012年3月13日,5.3,4.9,5.4,4.9,127.33K,7.77%,-0.075471698
2012年3月12日,4.9,4.9,4.9,4.9,22.05K,0.00%,0
2012年3月11日,4.9,4.8,5,4.8,42.44K,1.66%,-0.020408163
2012年3月10日,4.8,4.9,4.9,4.8,28.07K,0.00%,0.020833333
2012年3月9日,4.9,4.9,4.9,4.8,32.72K,-1.42%,0
2012年3月8日,4.9,4.9,5,4.8,58.09K,0.00%,0
2012年3月7日,4.9,5,5.1,4.8,46.17K,0.00%,0.020408163
2012年3月6日,5,5,5.1,4.9,44.53K,0.00%,0
2012年3月5日,5,4.8,5.1,4.8,65.83K,3.32%,-0.04
2012年3月4日,4.8,4.6,4.9,4.6,58.83K,4.56%,-0.041666667
2012年3月3日,4.6,4.7,4.8,4.5,40.08K,-1.91%,0.02173913
2012年3月2日,4.7,4.9,4.9,4.5,130.77K,-4.47%,0.042553191
2012年3月1日,4.9,4.9,5,4.9,44.18K,1.23%,0
2012年2月29日,4.9,4.9,4.9,4.8,26.54K,0.00%,0
2012年2月28日,4.9,5,5,4.7,62.69K,-1.81%,0.020408163
2012年2月27日,5,4.9,5,4.9,29.37K,0.00%,-0.02
2012年2月26日,4.9,4.8,5.1,4.8,70.04K,3.14%,-0.020408163
2012年2月25日,4.8,5,5.1,4.7,86.16K,-5.17%,0.041666667
2012年2月24日,5,5,5.1,4.8,89.83K,0.00%,0
2012年2月23日,5,4.4,5.2,4.4,164.31K,13.35%,-0.12
2012年2月22日,4.4,4.3,4.5,4.3,103.84K,3.51%,-0.022727273
2012年2月21日,4.3,4.4,4.4,4.2,51.79K,-2.06%,0.023255814
2012年2月20日,4.4,4.4,4.5,4.3,37.30K,0.00%,0
2012年2月19日,4.4,4.2,4.5,4.2,62.37K,4.03%,-0.045454545
2012年2月18日,4.2,4.4,4.5,4.1,70.41K,-4.31%,0.047619048
2012年2月17日,4.4,4.3,4.8,4.2,135.95K,3.28%,-0.022727273
2012年2月16日,4.3,4.3,4.4,3.9,166.60K,-1.39%,0
2012年2月15日,4.3,4.5,4.9,4.2,161.80K,-2.91%,0.046511628
2012年2月14日,4.5,5.3,5.4,4.2,297.57K,-15.21%,0.177777778
2012年2月13日,5.3,5.5,5.7,5.2,170.21K,-4.54%,0.037735849
2012年2月12日,5.5,5.6,5.8,5.4,81.92K,-1.61%,0.018181818
2012年2月11日,5.6,5.9,6,5.5,69.71K,-5.25%,0.053571429
2012年2月10日,5.9,5.8,6,5.8,39.31K,1.37%,-0.016949153
2012年2月9日,5.8,5.6,5.9,5.5,89.95K,4.11%,-0.034482759
2012年2月8日,5.6,5.7,5.8,5.3,237.94K,-1.58%,0.017857143
2012年2月7日,5.7,5.4,5.8,5.4,72.75K,4.40%,-0.052631579
2012年2月6日,5.4,5.7,5.7,5.4,90.26K,-4.22%,0.055555556
2012年2月5日,5.7,5.9,5.9,5.4,120.34K,-3.07%,0.035087719
2012年2月4日,5.9,6,6,5.8,20.62K,-1.51%,0.016949153
2012年2月3日,6,6.1,6.1,5.7,59.28K,-2.30%,0.016666667
2012年2月2日,6.1,6.1,6.2,5.8,54.55K,0.00%,0
2012年2月1日,6.1,5.5,6.2,5.5,115.52K,10.95%,-0.098360656
2012年1月31日,5.5,5.5,5.7,5.4,48.30K,0.00%,0
2012年1月30日,5.5,5.4,5.6,5.4,42.30K,2.04%,-0.018181818
2012年1月29日,5.4,5.6,5.7,5.3,46.43K,-4.44%,0.037037037
2012年1月28日,5.6,5.3,5.8,5.3,89.71K,6.43%,-0.053571429
2012年1月27日,5.3,5.3,5.5,5.1,115.57K,-0.94%,0
2012年1月26日,5.3,5.8,5.9,5.3,123.95K,-7.13%,0.094339623
2012年1月25日,5.8,6.3,6.3,5.5,133.12K,-8.59%,0.086206897
2012年1月24日,6.3,6.4,6.4,6.2,35.66K,-1.10%,0.015873016
2012年1月23日,6.4,6.3,6.4,6.2,17.69K,0.79%,-0.015625
2012年1月22日,6.3,6.2,6.4,6.1,44.89K,2.10%,-0.015873016
2012年1月21日,6.2,6.5,6.6,6.1,64.76K,-4.78%,0.048387097
2012年1月20日,6.5,6.4,6.6,6.3,66.79K,2.04%,-0.015384615
2012年1月19日,6.4,5.9,6.4,5.9,114.82K,7.43%,-0.078125
2012年1月18日,5.9,5.6,6.9,5.1,226.68K,5.71%,-0.050847458
2012年1月17日,5.6,6.7,6.9,4.6,213.41K,-16.17%,0.196428571
2012年1月16日,6.7,7,7.2,6.5,122.67K,-4.57%,0.044776119
2012年1月15日,7,6.8,7.1,6.7,62.23K,3.70%,-0.028571429
2012年1月14日,6.8,6.4,6.9,6.2,141.90K,5.30%,-0.058823529
2012年1月13日,6.4,6.8,6.8,6.4,60.23K,-5.74%,0.0625
2012年1月12日,6.8,6.9,7,6.3,140.12K,-1.45%,0.014705882
2012年1月11日,6.9,6.4,7.1,6.4,99.44K,8.49%,-0.072463768
2012年1月10日,6.4,6.3,6.9,6,110.21K,0.00%,-0.015625
2012年1月9日,6.3,7.1,7.2,5.8,148.41K,-10.97%,0.126984127
2012年1月8日,7.1,6.8,7.2,6.7,57.19K,4.41%,-0.042253521
2012年1月7日,6.8,6.7,7,6.4,48.39K,1.64%,-0.014705882
2012年1月6日,6.7,6.9,7.2,6.1,218.08K,-3.60%,0.029850746
2012年1月5日,6.9,5.6,7.2,5.6,182.33K,24.78%,-0.188405797
2012年1月4日,5.6,4.9,5.7,4.8,131.17K,14.14%,-0.125
2012年1月3日,4.9,5.2,5.3,4.7,125.17K,-6.51%,0.06122449
2012年1月2日,5.2,5.3,5.5,4.8,69.15K,-0.95%,0.019230769
2012年1月1日,5.3,4.7,5.5,4.6,108.51K,11.65%,-0.113207547
2011年12月31日,4.7,4.3,5,4.2,129.73K,11.06%,-0.085106383
2011年12月30日,4.3,4.2,4.3,4.1,41.07K,1.92%,-0.023255814
2011年12月29日,4.2,4.2,4.3,4.1,53.07K,0.00%,0
2011年12月28日,4.2,4.1,4.3,4,33.84K,2.95%,-0.023809524
2011年12月27日,4.1,4,4.1,4,30.16K,1.24%,-0.024390244
2011年12月26日,4,4.2,4.3,3.8,88.83K,-4.74%,0.05
2011年12月25日,4.2,3.9,4.4,3.8,80.80K,7.11%,-0.071428571
2011年12月24日,3.9,4,4,3.9,14.93K,0.00%,0.025641026
2011年12月23日,4,3.9,4,3.8,20.50K,1.54%,-0.025
2011年12月22日,3.9,3.9,4,3.5,57.21K,0.00%,0
2011年12月21日,3.9,4,4,3.8,48.79K,-1.52%,0.025641026
2011年12月20日,4,3.5,4.5,3.5,186.41K,12.22%,-0.125
2011年12月19日,3.5,3.2,3.7,3.2,139.99K,10.34%,-0.085714286
2011年12月18日,3.2,3.2,3.2,3.2,10.79K,0.00%,0
2011年12月17日,3.2,3.2,3.2,3.2,16.48K,0.00%,0
2011年12月16日,3.2,3.2,3.2,3.2,29.87K,0.00%,0
2011年12月15日,3.2,3.2,3.2,3.1,30.09K,0.00%,0
2011年12月14日,3.2,3.3,3.3,3,72.48K,-3.08%,0.03125
2011年12月13日,3.3,3.1,3.3,3.1,32.66K,3.50%,-0.060606061
2011年12月12日,3.1,3.3,3.3,3.1,39.90K,-3.38%,0.064516129
2011年12月11日,3.3,3,3.4,3,108.22K,6.56%,-0.090909091
2011年12月10日,3,3,3.1,2.9,74.31K,2.69%,0
2011年12月9日,3,3,3,2.9,34.39K,0.00%,0
2011年12月8日,3,3,3,2.9,39.93K,0.00%,0
2011年12月7日,3,3,3.1,2.9,58.12K,0.00%,0
2011年12月6日,3,2.9,3,2.9,55.60K,5.21%,-0.033333333
2011年12月5日,2.9,2.8,2.9,2.8,30.89K,1.77%,-0.034482759
2011年12月4日,2.8,2.8,2.9,2.6,95.22K,0.00%,0
2011年12月3日,2.8,3.1,3.1,2.8,123.02K,-10.58%,0.107142857
2011年12月2日,3.1,3.1,3.1,3,57.50K,1.96%,0
2011年12月1日,3.1,3,3.1,2.9,63.86K,3.03%,-0.032258065
2011年11月30日,3,2.8,3.1,2.7,120.15K,8.00%,-0.066666667
2011年11月29日,2.8,2.5,3,2.5,180.53K,7.84%,-0.107142857
2011年11月28日,2.5,2.5,2.5,2.4,41.26K,2.82%,0
2011年11月27日,2.5,2.5,2.5,2.4,22.73K,0.00%,0
2011年11月26日,2.5,2.5,2.5,2.4,36.12K,0.00%,0
2011年11月25日,2.5,2.4,2.5,2.4,44.41K,3.29%,-0.04
2011年11月24日,2.4,2.3,2.6,2.3,87.27K,4.29%,-0.041666667
2011年11月23日,2.3,2.3,2.4,2.3,40.00K,0.00%,0
2011年11月22日,2.3,2.3,2.3,2.3,34.21K,0.00%,0
2011年11月21日,2.3,2.2,2.3,2.2,41.73K,4.09%,-0.043478261
2011年11月20日,2.2,2.2,2.5,2.2,79.73K,0.00%,0
2011年11月19日,2.2,2,2.3,2,78.30K,7.32%,-0.090909091
2011年11月18日,2,2.3,2.4,2,98.14K,-8.89%,0.15
2011年11月17日,2.3,2.6,2.6,2,117.28K,-12.11%,0.130434783
2011年11月16日,2.6,2.3,2.6,2.3,44.21K,9.87%,-0.115384615
2011年11月15日,2.3,2.2,2.5,2.1,76.42K,4.95%,-0.043478261
2011年11月14日,2.2,3,3,2.1,382.19K,-26.00%,0.363636364
2011年11月13日,3,3,3,3,9.63K,0.00%,0
2011年11月12日,3,3.1,3.1,3,20.38K,0.00%,0.033333333
2011年11月11日,3.1,2.8,3.1,2.8,44.85K,8.45%,-0.096774194
2011年11月10日,2.8,3,3,2.8,33.93K,-3.73%,0.071428571
2011年11月9日,3,3,3.1,2.9,52.20K,-2.96%,0
2011年11月8日,3,3,3.2,3,60.34K,0.00%,0
2011年11月7日,3,3,3,3,23.99K,0.00%,0
2011年11月6日,3,3,3,2.9,17.23K,0.00%,0
2011年11月5日,3,3.1,3.2,2.8,52.96K,-4.50%,0.033333333
2011年11月4日,3.1,3.2,3.2,3,39.51K,0.00%,0.032258065
2011年11月3日,3.2,3.3,3.3,3.1,24.52K,-3.08%,0.03125
2011年11月2日,3.3,3.2,3.4,3.1,32.31K,3.17%,-0.03030303
2011年11月1日,3.2,3.3,3.3,3.1,37.89K,-3.08%,0.03125
2011年10月31日,3.3,3.3,3.3,3.1,30.98K,0.00%,0
2011年10月30日,3.3,3.6,3.7,3.2,50.69K,-8.66%,0.090909091
2011年10月29日,3.6,3.2,3.8,3.1,79.54K,12.23%,-0.111111111
2011年10月28日,3.2,3,3.3,2.9,52.37K,4.93%,-0.0625
2011年10月27日,3,2.8,3.1,2.7,58.70K,9.75%,-0.066666667
2011年10月26日,2.8,2.8,2.8,2.7,29.40K,0.00%,0
2011年10月25日,2.8,2.5,3,2.4,101.41K,8.63%,-0.107142857
2011年10月24日,2.5,3.2,3.2,2.5,92.23K,-19.56%,0.28
2011年10月23日,3.2,3.2,3.2,3,37.04K,0.00%,0
2011年10月22日,3.2,2.6,3.3,2.5,120.16K,22.96%,-0.1875
2011年10月21日,2.6,2.3,2.7,2.3,72.97K,9.36%,-0.115384615
2011年10月20日,2.3,2.3,2.4,2.2,48.86K,3.52%,0
2011年10月19日,2.3,2.4,2.5,2,101.87K,-6.20%,0.043478261
2011年10月18日,2.4,2.6,2.9,2.3,87.86K,-5.47%,0.083333333
2011年10月17日,2.6,3.6,3.7,2.3,207.43K,-28.09%,0.384615385
2011年10月16日,3.6,3.8,3.9,3.4,36.20K,-7.29%,0.055555556
2011年10月15日,3.8,4,4.1,3.7,42.09K,-3.76%,0.052631579
2011年10月14日,4,4.1,4.1,4,20.06K,-1.48%,0.025
2011年10月13日,4.1,4.2,4.2,4,19.71K,-2.41%,0.024390244
2011年10月12日,4.2,3.9,4.4,3.9,69.40K,5.60%,-0.071428571
2011年10月11日,3.9,4.1,4.1,3.8,41.10K,-4.15%,0.051282051
2011年10月10日,4.1,4.1,4.2,4,16.86K,0.00%,0
2011年10月9日,4.1,4,4.4,4,37.92K,2.24%,-0.024390244
2011年10月8日,4,4.3,4.3,3.8,39.61K,-6.09%,0.075
2011年10月7日,4.3,4.7,4.8,3.8,97.55K,-9.73%,0.093023256
2011年10月6日,4.7,4.9,4.9,4.5,54.77K,-2.87%,0.042553191
2011年10月5日,4.9,5,5,4.8,17.59K,-1.81%,0.020408163
2011年10月4日,5,5,5,4.9,15.79K,-1.20%,0
2011年10月3日,5,5,5,4.9,17.29K,0.00%,0
2011年10月2日,5,5,5.1,4.9,10.46K,0.00%,0
2011年10月1日,5,5.1,5.3,4.9,23.46K,-2.14%,0.02
2011年9月30日,5.1,4.8,5.3,4.7,41.46K,7.53%,-0.058823529
2011年9月29日,4.8,4.8,4.8,4.7,14.09K,0.00%,0
2011年9月28日,4.8,4.9,5,4.6,30.63K,-3.05%,0.020833333
2011年9月27日,4.9,4.9,5.1,4.8,24.65K,1.03%,0
2011年9月26日,4.9,5.3,5.4,4.7,56.07K,-8.63%,0.081632653
2011年9月25日,5.3,5.5,5.5,5.3,9.49K,-2.56%,0.037735849
2011年9月24日,5.5,5.6,5.6,5.3,17.94K,-1.44%,0.018181818
2011年9月23日,5.6,5.4,5.7,5.4,55.67K,2.21%,-0.035714286
2011年9月22日,5.4,5.6,5.8,5.3,31.65K,-3.21%,0.037037037
2011年9月21日,5.6,6.1,6.3,5.1,68.16K,-8.18%,0.089285714
2011年9月20日,6.1,5.5,6.8,5.4,116.75K,11.90%,-0.098360656
2011年9月19日,5.5,5.2,5.6,4.9,49.84K,5.00%,-0.054545455
2011年9月18日,5.2,4.8,5.6,4.7,44.62K,9.01%,-0.076923077
2011年9月17日,4.8,4.8,4.9,4.7,20.30K,-1.04%,0
2011年9月16日,4.8,4.8,5,4.6,31.65K,0.00%,0
2011年9月15日,4.8,5.6,5.6,4.4,86.22K,-13.88%,0.166666667
2011年9月14日,5.6,5.8,5.8,5.3,43.77K,-3.10%,0.035714286
2011年9月13日,5.8,6.1,6.1,5.7,23.76K,-4.61%,0.051724138
2011年9月12日,6.1,5.9,6.6,5.4,63.86K,3.75%,-0.032786885
2011年9月11日,5.9,4.8,7.4,4.6,143.79K,22.85%,-0.186440678
2011年9月10日,4.8,5,5.5,4.6,44.49K,-5.17%,0.041666667
2011年9月9日,5,6.5,6.6,4.2,217.43K,-22.97%,0.3
2011年9月8日,6.5,7.2,7.2,6.5,31.89K,-9.18%,0.107692308
2011年9月7日,7.2,6.9,7.6,6.5,49.64K,4.81%,-0.041666667
2011年9月6日,6.9,7.6,7.7,6.1,82.50K,-9.86%,0.101449275
2011年9月5日,7.6,8.2,8.2,7.3,30.80K,-6.97%,0.078947368
2011年9月4日,8.2,8.5,8.5,7.8,19.67K,-3.54%,0.036585366
2011年9月3日,8.5,8.6,8.7,8.4,6.95K,-1.85%,0.011764706
2011年9月2日,8.6,8.2,8.7,8.2,16.82K,5.24%,-0.046511628
2011年9月1日,8.2,8.2,8.4,8.1,11.90K,0.00%,0
2011年8月31日,8.2,8.8,8.8,8,19.65K,-6.71%,0.073170732
2011年8月30日,8.8,9,9,8.6,11.77K,-2.01%,0.022727273
2011年8月29日,9,9.1,9.3,8.6,21.65K,-1.10%,0.011111111
2011年8月28日,9.1,8.6,9.5,8.4,24.16K,5.59%,-0.054945055
2011年8月27日,8.6,8.2,9.1,8.1,22.00K,5.01%,-0.046511628
2011年8月26日,8.2,9.7,9.9,7.6,83.00K,-15.32%,0.182926829
2011年8月25日,9.7,10.9,10.9,9.1,55.49K,-10.97%,0.12371134
2011年8月24日,10.9,10.9,11.1,10.8,7.82K,-0.82%,0
2011年8月23日,10.9,10.9,11.3,10.8,12.78K,0.00%,0
2011年8月22日,10.9,11.3,11.5,10.5,37.00K,-3.63%,0.036697248
2011年8月21日,11.3,11.4,11.5,11.3,8.72K,-1.22%,0.008849558
2011年8月20日,11.4,11.6,11.7,11.4,9.92K,-1.72%,0.01754386
